subject,gradshap_ff,gradshap_p_orig,gradshap_p_masked,pdsm_ff,pdsm_p_orig,pdsm_p_masked
S079,-0.0061710793524980545,0.4552144780755043,0.46138555742800236,0.0063412804156541824,0.4552144780755043,0.4488731976598501
S080,0.003269245227177975,0.5626306086778641,0.5593613634506861,0.036671385169029236,0.5626306086778641,0.5259592235088348
S081,-0.004371191446597755,0.4671374146754925,0.4715086061220903,0.01624165360744184,0.4671374146754925,0.4508957610680507
S082,-0.0023425641384992035,0.5240441994233564,0.5263867635618557,0.0451512512835589,0.5240441994233564,0.47889294813979755
S083,-0.001841717644741614,0.5273854450175637,0.5292271626623053,0.04205901371805293,0.5273854450175637,0.48532643129951075
S084,-0.0034921160111061056,0.5220777676655696,0.5255698836766757,0.05863218124096209,0.5220777676655696,0.4634455864246075
S086,-0.00043156411912703696,0.5500227212905884,0.5504542854097154,0.03976132306787705,0.5500227212905884,0.5102613982227113
S087,-0.0022009767984089157,0.5423802545196131,0.544581231318022,0.03943819748727895,0.5423802545196131,0.5029420570323342
S089,-0.0010030691822369153,0.53034741183122,0.5313504810134569,0.06300141662359243,0.53034741183122,0.4673459952076276
S090,-0.0021535679697990417,0.5076246050496896,0.5097781730194887,0.03551555176575982,0.5076246050496896,0.4721090532839298
S092,-0.005730973822729912,0.4646991789340973,0.4704301527568272,0.017658137849399014,0.4646991789340973,0.4470410410846983
S093,0.0018826315277500338,0.5562391092902735,0.5543564777625235,0.05856929641020925,0.5562391092902735,0.4976698128800643
S094,-0.004880396856202007,0.5577811764346229,0.5626615732908249,0.06117134292920434,0.5577811764346229,0.49660983350541854
S095,0.00023137458733146765,0.5354019744055611,0.5351705998182297,0.05125021508761812,0.5354019744055611,0.484151759317943
S096,-0.005874253809452057,0.49296763688325884,0.4988418906927109,0.03464861214160919,0.49296763688325884,0.45831902474164965
S097,-0.007805274083064195,0.4307929644217858,0.43859823850484997,0.017587870359420776,0.4307929644217858,0.413205094062365
S100,-0.001485971843495082,0.5495545040158665,0.5510404758593616,0.056761957266751484,0.5495545040158665,0.492792546749115
S101,-0.0010457726157441227,0.5252845761727314,0.5263303487884755,0.01516404139752292,0.5252845761727314,0.5101205347752085
S103,-0.002803027629852295,0.5224649578332901,0.5252679854631424,0.03254602551460262,0.5224649578332901,0.48991893231868744
S104,-0.005248508670113283,0.47884411026131024,0.4840926189314235,0.021963095123117615,0.47884411026131024,0.4568810151381926
S107,0.0017134249210357666,0.5552348873832009,0.5535214624621652,0.040747498924082026,0.5552348873832009,0.5144873884591189
S108,-0.004290137262571436,0.4817132552464803,0.4860033925090517,0.022354739762487863,0.4817132552464803,0.4593585154839924
S110,-0.008073455757564962,0.45456433958477444,0.4626377953423394,0.005967064036263348,0.45456433958477444,0.4485972755485111
S111,-0.004356072346369366,0.5146146893501282,0.5189707616964976,0.044491203625996956,0.5146146893501282,0.47012348572413126
S114,-0.007921646038691221,0.4451960821946462,0.4531177282333374,0.010343626141548157,0.4451960821946462,0.434852456053098
S116,-0.0018776451286516282,0.5485778152942657,0.5504554604229174,0.06724196672439575,0.5485778152942657,0.48133584856987
S118,-0.0040712541057949525,0.48322121302286786,0.4872924671286628,0.01437786363420035,0.48322121302286786,0.4688433493886675
S122,-0.0077166318893432395,0.44179571866989137,0.4495123505592346,0.024928408861160267,0.44179571866989137,0.4168673098087311
S124,-0.002991560432645979,0.49709545572598773,0.5000870161586337,0.014383746518029095,0.49709545572598773,0.48271170920795864
S125,-0.0022207796573638916,0.5552994012832642,0.557520180940628,0.048662857876883625,0.5552994012832642,0.5066365434063805
S126,-0.005724051419426446,0.5007580816745758,0.5064821330940023,0.032504176392274764,0.5007580816745758,0.46825390528230104
S127,-0.00011011106627323297,0.5430276989936829,0.5431378100599561,0.07092243007251192,0.5430276989936829,0.47210526892117094
S128,-0.004727754327985889,0.5091914435227712,0.5139191978507571,0.05336964461538529,0.5091914435227712,0.45582179890738594
S129,-0.008932437747716904,0.41162649169564247,0.4205589294433594,-0.012290675193071365,0.41162649169564247,0.42391716688871384
S130,-0.007843472063541412,0.4683409072458744,0.4761843793094158,0.023283518850803375,0.4683409072458744,0.44505738839507103
S132,-0.004064550002415956,0.4824780308538013,0.48654258085621727,0.023581339253319622,0.4824780308538013,0.4588966916004817
S135,0.0019626965125401075,0.5792783672610918,0.5773156707485517,0.07890644172827399,0.5792783672610918,0.5003719255328178
S136,0.0007136208670479594,0.5146517476865223,0.5139381268194744,0.056295488561902696,0.5146517476865223,0.45835625912461964
S137,-0.006838791072368622,0.5092546138912439,0.5160934049636126,0.05499948002398014,0.5092546138912439,0.4542551338672638
S138,-0.0030188024044036643,0.5149765193462372,0.5179953217506409,-0.026366192102432184,0.5149765193462372,0.5413427114486694
S139,-0.0015927959572185069,0.5361922735517676,0.5377850695089861,0.05072399161078717,0.5361922735517676,0.4854682819409804
S140,-0.003998659551143646,0.44444126449525356,0.4484399240463972,-0.019402936100959778,0.44444126449525356,0.46384420059621334
S141,-0.005892973679762603,0.47562055862866914,0.48151353230843175,0.00560216491038984,0.47562055862866914,0.4700183937182793
S142,-0.0020909359057744714,0.5477275335126452,0.5498184694184197,0.05167414413558108,0.5477275335126452,0.49605338937706417
S143,-0.003437830643220341,0.5193755978887732,0.5228134285319935,0.015498979525132683,0.5193755978887732,0.5038766183636405
